"","BART_square_error1","BART_square_error2","BART_square_error3","BART_cover1","BART_cover2","BART_cover3","BART_length1","BART_length2","BART_length3","MICE_square_error1","MICE_square_error2","MICE_square_error3","MICE_cover1","MICE_cover2","MICE_cover3","MICE_length1","MICE_length2","MICE_length3","Cox_square_error1","Cox_square_error2","Cox_square_error3","Cox_cover1","Cox_cover2","Cox_cover3","Cox_length1","Cox_length2","Cox_length3"
"1",0.00827783881183497,0.000241906645473352,0.00862649721449169,1,1,1,0.22346608657347,0.515835567263914,0.263400235782746,0.00307393523181626,0.0129041660876339,0.0376230069334797,1,1,0,0.265052256939597,0.449023692689838,0.300504008905572,0.00331170777638304,0.000127592534861779,0.00211855221567856,1,1,1,0.330611866429502,0.558634276251918,0.259978185625536
"2",0.0104868542651094,0.00021222183474209,0.00858288516637269,0,1,0,0.196059339931193,0.480789043215184,0.161928016591825,0.00775010541570469,0.0182393333563775,0.0341393452742379,1,1,0,0.24049120912306,0.455129145785881,0.233465082643446,0.0131780547130041,0.000185461894134718,0.00206597863870182,1,1,1,0.286354549719519,0.502555255937564,0.262474669416085
"3",0.00625495750559662,0.00915339141977295,0.00230989595039226,1,1,1,0.259375498170496,0.601095836514391,0.154420070917165,0.00232058159664139,0.00092461346592995,0.010358935361637,1,1,1,0.246375827487247,0.464688288075313,0.275708499127623,0.000263111685780508,0.00587921559435328,0.00010617045520048,1,1,1,0.309570552289139,0.519747786808997,0.288831046166209
"4",0.0176671924916474,0.0403914955991119,0.000306991350431959,1,1,1,0.268866158526159,0.461883804686634,0.255883857083961,0.0114957440499091,0.0101036567638379,0.0179328699927108,1,1,0,0.261691459577831,0.529043709078159,0.257318344950575,0.00378399172182757,0.0118953733666767,0.0017212850252866,1,1,1,0.321423708400323,0.534511110887583,0.274337871750042
"5",0.0178323527419763,0.0391995978497458,0.00191259448074149,0,1,1,0.226173926881906,0.56701521668187,0.242304354734032,0.0121277756858085,0.00164500150595759,0.012577361618059,1,1,1,0.279269381486107,0.471415898771133,0.230331886719535,0.00908202557518661,0.0382114546747886,4.23858783588636e-05,1,1,1,0.327234172720762,0.552689868512945,0.27957290392432
"6",0.0120312829323639,0.0113564606351294,0.00700601352667394,1,1,1,0.233932978606333,0.447134746980795,0.235325539433247,0.00835689567177411,0.0177679022442821,0.0217946584943442,1,1,0,0.245679842518584,0.419906982767832,0.216058903166025,0.00153656717265872,0.00311908589733579,0.00517569608652707,1,1,1,0.295468925276623,0.509605352511626,0.254026891464235
"7",1.55620525269532e-06,0.00723407806813798,0.00160864483360703,1,1,1,0.241465868064663,0.357724815411207,0.187639823388697,1.87432088207206e-05,6.45237025350538e-06,0.0274872914938777,1,1,1,0.280774263995922,0.427038673809587,0.374798883103588,0.00367057306194262,0.00218431677649827,0.000613808498860434,1,1,1,0.274716466300747,0.497587835113753,0.271812040591948
"8",0.0155222655077692,0.0164075880365492,0.00912007019157105,0,1,0,0.278290358954147,0.406870749732849,0.208515656188459,0.0269001791913605,0.0138939238011888,0.0380783526727983,0,1,0,0.253245268749827,0.432714168129632,0.278235093381699,0.0284049147119684,0.0106678322354675,0.010965457545826,0,1,1,0.291819803654001,0.505872140459534,0.23520994213036
"9",0.00239256999629342,0.00134781173498463,0.00193436014968031,1,1,1,0.193021318118153,0.316670576298425,0.186141384432058,0.00333647584579927,0.00218310763034809,0.00922226253722613,1,1,1,0.272453192595202,0.46585140129033,0.253145927690505,0.0138296570628642,5.76934157324319e-05,7.81224497726049e-06,1,1,1,0.321338488854476,0.500066751636739,0.275548880460484
"10",3.60728875765181e-08,0.00296611806056536,0.00143106518699892,1,1,1,0.202038750113974,0.427505746160962,0.146054760244102,1.29531888474232e-05,0.015138903947092,0.0297289836684108,1,1,0,0.257511748142414,0.452703094391827,0.211919595607167,7.49943916377035e-07,0.00539060286219223,4.71929598642853e-05,1,1,1,0.30775652416071,0.517022274320602,0.269587933271187
"11",0.000230671231276071,0.0333902595319315,5.48862586654307e-07,1,1,1,0.27412907725945,0.479180793659952,0.216960958723883,0.000114270447699515,0.0324820495215177,0.0371388070997949,1,1,0,0.24499233175566,0.447223578634978,0.205142357440017,0.000990012056937891,0.0716930770708478,0.00195142417247952,1,0,1,0.291917600165066,0.512262667401484,0.265375437390955
"12",0.00244993495670073,5.3785811683283e-07,0.00468614131476163,1,1,1,0.195371787170919,0.294478943233669,0.229763877185133,0.000233099633672876,0.00655393391934161,0.0405275443923166,1,1,0,0.279754904405121,0.429965409620809,0.306202625724561,0.0124282563392205,0.0194402877218921,0.00776034604946822,1,1,1,0.307191584591589,0.497090568184454,0.250362115980324
"13",0.000264806862079094,0.00319732224277715,0.0010363320055163,1,1,1,0.248703394181746,0.397731477298989,0.222017088956087,1.25960724650584e-05,0.0021332532839556,0.0041597366559171,1,1,1,0.253458357765133,0.47774257130044,0.33167805450296,0.00706749018091459,0.00168480510514431,0.0214969966556899,1,1,0,0.272262581930406,0.527882814836179,0.259651811213406
"14",0.0328007745463712,0.0442279864000423,0.0126138821442989,0,0,0,0.21284372671153,0.373223089350953,0.240050341102233,0.0201368585411438,0.00383954276663223,0.0439663087686919,0,1,0,0.248879192750153,0.450758943455899,0.233049587793318,0.0399968653545992,0.0511857972211664,0.00691006828675494,0,1,1,0.30933503266154,0.575301596828998,0.313862933743426
"15",0.00254869026890855,0.0160337996914799,0.0119754885445379,1,1,0,0.204363456924474,0.447486717362472,0.154806394516609,0.00195236289858692,0.0158019261914616,0.0155430628799212,1,1,0,0.240263460823885,0.426803214628721,0.222482428362508,0.0041048695570323,0.0211695660677508,9.77234607321521e-05,1,1,1,0.288053445286169,0.511480998592756,0.258506499155342
"16",5.95981186422142e-05,0.0427205102936789,0.00153627212260138,1,0,1,0.320062529135229,0.399219498057053,0.197925654389133,0.000932898737888151,0.00359295535074128,0.0116331361836393,1,1,1,0.276301751376399,0.4971130133446,0.26631360881049,0.000989561229567601,0.0597471551102809,0.000360624533729749,1,1,1,0.315087388077951,0.497547268246013,0.253856523897301
"17",0.000254640785036009,0.00307113043056619,0.00254545261298573,1,1,1,0.208352972574135,0.357890184745713,0.306085141277946,0.00142656569066101,0.00254404352918914,2.64954955657002e-07,1,1,1,0.246531715073429,0.484165884757863,0.266684207460179,0.0123812950191422,0.000752646659219056,0.0125173227773927,1,1,1,0.336346540706335,0.531706523988419,0.283433626011479
"18",0.0151553742190718,0.000949042081685633,0.00530920486594065,0,1,0,0.217737714515268,0.550045771358091,0.155350700223323,0.011311135362669,0.000917465890737083,0.0141302818321844,1,1,1,0.269183999427518,0.470451242152616,0.257625903857786,0.00406845204993518,0.00332381398381773,3.09215536364149e-06,1,1,1,0.286081393424909,0.519301748743955,0.237982119767724
"19",0.000348073338150351,0.000350507149559386,0.00368155387713345,1,1,1,0.154783341095417,0.431918683791482,0.205478209317499,0.000275314734266789,0.000305417738205759,0.00332845881368469,1,1,1,0.279690966957014,0.643542797945876,0.262823726939418,0.000239357586727684,0.0195002292508832,0.00455212511977907,1,1,1,0.338207682836571,0.591504629047459,0.290176439099533
"20",0.00208280392307575,0.00121797367818489,0.000800616191930671,1,1,1,0.219627068309959,0.467781014668921,0.257026474445942,7.05753131099356e-05,0.0182109730648612,0.017915059028894,1,1,0,0.255163056479839,0.592344746086269,0.25415608238674,0.00259803300273478,0.034112775843577,0.000441132808698329,1,1,1,0.290610438390419,0.512282634682685,0.257093382936859
