"","BART_square_error1","BART_square_error2","BART_square_error3","BART_cover1","BART_cover2","BART_cover3","BART_length1","BART_length2","BART_length3","MICE_square_error1","MICE_square_error2","MICE_square_error3","MICE_cover1","MICE_cover2","MICE_cover3","MICE_length1","MICE_length2","MICE_length3","Cox_square_error1","Cox_square_error2","Cox_square_error3","Cox_cover1","Cox_cover2","Cox_cover3","Cox_length1","Cox_length2","Cox_length3"
"1",0.044052640434496,0.00197758295163784,8.03039907702627e-07,0,1,1,0.222817079855811,0.507895205905033,0.214602595017583,0.0167614714449737,0.0108547133330523,0.117077399909631,1,1,0,0.28995528092605,0.531097457664141,0.254413742356119,0.023822606259123,0.00963071354205896,2.20109507050893e-05,1,1,1,0.792543061111193,1.2690700677044,0.609307636467389
"2",0.0447600942821469,0.0693597253203413,0.00524631764027638,0,1,1,0.279224287676624,0.609672128406479,0.287170420013157,0.0236984322569975,0.0967308623636045,0.110929153500314,0,0,0,0.242291285003681,0.52767238565633,0.204991493854296,0.0522960343483438,0.0616893880994368,0.0236963581269568,1,1,1,0.626584958523736,1.07880472946713,0.517500677746062
"3",0.0449326474835474,0.138841994160791,0.0425899135607014,0,0,0,0.19270794019983,0.690194514003533,0.239389599355029,0.0258323479996572,0.0128566308346221,0.140178442053468,0,1,0,0.260670236965055,0.539271217757144,0.241312070816433,0.0406602107776941,0.124491360293308,0.0016095042623493,1,1,1,0.778404811384618,1.34125041376018,0.707227032418845
"4",0.0428459320825732,0.00100387717002524,0.0254352542483508,0,1,0,0.26396909726097,0.537205220477059,0.240900487959252,0.0225460190442391,0.0453994031892858,0.114537550983115,0,1,0,0.280578329764931,0.602234563092851,0.262001319543268,0.0176762863631632,0.0255646811911747,0.00589157810392017,1,1,1,0.788672551305857,1.23347845604004,0.59486274008713
"5",0.0756649923515711,0.0134589780573773,0.0557998864212918,0,1,0,0.21325703749764,0.443513858460116,0.32407842833941,0.0515923075135723,0.00641098005904979,0.146579936302312,0,1,0,0.328276624278867,0.478477717558041,0.289998082178917,0.00121778445139335,0.00190443603675919,0.00163920112721744,1,1,1,0.709008770823249,1.044745289725,0.611829051805697
"6",0.0411647656168293,0.0181564529471912,0.0131602019702035,0,1,1,0.268039136191048,0.668533192575803,0.298140648960624,0.0306659584461802,0.0324134504876864,0.10173526504838,0,1,0,0.24478084860315,0.505228798412699,0.251742087073228,0.0450073146661316,0.0160774154818492,0.00159467344778674,1,1,1,0.587136233050982,1.15654759742411,0.467949807320639
"7",0.00374634258668731,0.00390121886559518,1.75622980010031e-05,1,1,1,0.185545460295636,0.528825095115637,0.194282366553067,0.000918492740993732,0.0339344930980959,0.0878814459930852,1,1,0,0.260776317772045,0.442269084430149,0.235901877717423,0.0946977115734301,0.0247893676256691,0.0161128374911957,0,1,1,0.551516779047375,0.999232014578062,0.556374207591938
"8",0.0665410940377047,0.0232309505269788,0.0221334376909436,0,1,1,0.23576916665481,0.502844322366288,0.364963195311273,0.045542174324585,0.0118157488489546,0.103341515562542,0,1,0,0.265842208167809,0.5942638249955,0.243143217869357,0.0388112658631273,0.0187846400518301,0.000232669897618149,1,1,1,0.670787642147196,0.969585123265543,0.5007564601853
"9",0.0306160535984706,0.147241370697491,0.0265891302434083,0,0,0,0.306119852312312,0.774700667484666,0.345138959910504,0.0100503063032527,0.00404802261671367,0.139817998253157,1,1,0,0.320016373074877,0.588490485641755,0.277626752683918,0.00183752084389461,0.0299392449719071,0.000535739594529476,1,1,1,0.662755728806139,1.06101285377593,0.542090246108644
"10",0.018966788730784,0.0466759470658035,0.0611600377423534,0,1,0,0.197501966392481,0.543036857203335,0.230218714189951,0.00744513785908516,0.0233423311637749,0.12075764964937,1,1,0,0.258254079490812,0.533464514767502,0.239567102601413,0.00184507961633626,0.000522054588398918,0.00893592574597047,1,1,1,0.789902306013671,1.0808028969632,0.517375628363173
"11",0.0146746369294995,0.102927895050278,0.00626698653502677,1,0,1,0.277256688189375,0.463899009608865,0.28185463627243,0.00197707001534368,0.0536314718487934,0.0604792061748008,1,1,0,0.246342503240036,0.574007043524357,0.319113873042768,0.00837733862985185,0.000616140040309455,0.00927298243936442,1,1,1,0.528188522287383,0.998552471019803,0.48850209126699
"12",0.0131528089663494,0.0359020003454754,0.0169833139801665,0,1,0,0.248481536309545,0.559318919327946,0.198995773375638,0.00603132456689316,0.0116212590989449,0.154390638106847,1,1,0,0.267583728765916,0.430748604413308,0.269513366355227,0.0773062831462692,0.00160434227847337,0.00139745315574432,1,1,1,0.660216135442186,1.06190546434508,0.603220880969536
"13",0.0114964740853087,0.0533965127390206,0.0241226001292031,0,1,0,0.196910992317737,0.748113627079103,0.265574200882663,0.000246946872912592,0.0662962609594308,0.088254248745149,1,1,0,0.251579578197177,0.624557086793095,0.253897132398567,0.0832277533497389,0.056515003039827,5.29719507800865e-05,1,1,1,0.62351596032112,1.08016990227114,0.576898517889127
"14",0.0690578889798678,0.00512295518088493,0.0620520454544796,0,1,0,0.205486175104952,0.412232669143146,0.259566884011717,0.0282402134062001,0.0278648491748425,0.119147713183987,0,1,0,0.303043932337253,0.48261059837233,0.366308516785921,0.0184105131970179,0.0146757405168176,0.0221686939565055,1,1,1,0.737779301483414,1.13673804376858,0.541899732955778
"15",0.0299661618468869,0.0212771451314212,0.00935358086865845,0,1,1,0.295683666528171,0.596554790395432,0.296291842476886,0.0154522416539129,0.0347754341526138,0.123326350639917,1,1,0,0.250336207020641,0.893668115664188,0.206707015422788,0.0123436677751348,0.0238090080536212,0.00800555922120131,1,1,1,0.661602495134533,1.13260080048717,0.54404353017633
"16",0.0208679391958851,0.0897988888889811,0.0389358021614641,0,0,0,0.216701570308854,0.568380170554933,0.22203813576167,0.00352208763680325,0.00275467455589059,0.0943824633030021,1,1,0,0.284088300104556,0.512543030926656,0.254869348535557,0.000365618521510033,0.173495881180576,0.000577747539607404,1,1,1,0.710711983170541,1.10043363756222,0.461110959826749
"17",0.0151689305343992,0.00473319012005286,0.00329651678515431,0,1,1,0.21597747085513,0.74096694578784,0.332083964425326,0.00977054037007094,0.0155112785408488,0.103964475380225,1,1,0,0.300270570950129,0.478403429067897,0.354557461230711,0.108501703296305,0.185291906771726,0.138755826332315,0,1,0,0.586962665945874,1.09565300664834,0.645493301313847
"18",0.059670750572245,0.000884615908040329,3.72009858929534e-05,0,1,1,0.318354197871439,0.563594812193936,0.381106304341992,0.0294458120142823,0.0120349782058832,0.0991866314971525,0,1,0,0.258628770790856,0.587375310302903,0.273486233442075,0.000785410420955451,0.00203699460419173,0.0253048328872819,1,1,1,0.623014330967629,1.388931015732,0.607947649838449
"19",0.0281949322297853,0.104781388890428,0.0223985864559704,0,0,1,0.247116294618454,0.472732991908832,0.329575807200931,0.00758320038819851,0.00148284220120786,0.0952704895480624,1,1,0,0.288255995264866,0.590880299452588,0.254228687294051,0.000463983132241154,0.0371962210096654,0.00615516158565318,1,1,1,0.776771641105729,1.11515520568681,0.666514045474496
"20",0.0226241364139,0.0606622614330925,0.0694376825852705,0,1,0,0.234871504612059,0.616054078582264,0.310675571828913,0.00860874876926824,0.0885526885294914,0.130691693510326,1,0,0,0.267272822991334,0.56749380467447,0.279319191105529,0.106569367751167,0.533680004816456,0.00582766648343432,1,0,1,0.666055163097303,1.32280196408609,0.526852561760051
"21",0.000916804974236282,0.0489460913870621,0.0061143157417928,1,1,1,0.197791946301054,0.609156246638507,0.167470237796468,0.00133673740221556,0.058966635776798,0.131903796696916,1,1,0,0.283189918173959,0.535377040020519,0.28101275823586,0.0231519311678476,0.0943984486112316,0.00628217624879709,1,1,1,0.741581906231936,1.14214450369116,0.623518327008838
